ra,dec,d,phase
117.5553622,0.162603799,773.545,241
117.5296701,0.182949226,771.991,241
117.5037118,0.203377918,770.4358,241
117.477399,0.22384327,768.8794,241
117.4507315,0.244345431,767.3217,241
117.4237549,0.264798411,765.7629,241
117.3964666,0.285421321,764.2029,241
117.3688236,0.306081469,762.6416,241
117.3408261,0.326779009,761.0791,241
117.3126077,0.34747457,759.5155,241
117.2839008,0.36824733,757.9508,241
117.2549276,0.389104579,756.3848,241
117.2255997,0.409999813,754.8177,241
117.1959172,0.430933187,753.2495,241
117.1659683,0.45195146,751.6801,241
117.1355308,0.473047822,750.1096,241
117.1048725,0.494143136,748.538,241
117.073814,0.515363468,746.9652,241
117.0424461,0.536536441,745.3913,241
117.0107665,0.55788132,743.8164,241
116.9786435,0.579218887,742.2404,241
116.9461204,0.60068218,740.6633,241
116.9133763,0.62214524,739.0852,241
116.8802319,0.64373435,737.506,241
116.8466442,0.665316859,735.9258,241
116.81279,0.686985918,734.3446,241
116.7785356,0.708781575,732.7623,241
116.7439716,0.730531232,731.179,241
116.7089619,0.752494248,729.5947,241
116.6736426,0.774411591,728.0094,241
116.6380115,0.796502679,726.4231,241
116.6019369,0.818588414,724.8359,241
116.5655071,0.840715391,723.2477,241
116.528677,0.862970251,721.6585,241
116.4914918,0.885266709,720.0684,241
116.4539948,0.907737792,718.4775,241
116.4160541,0.930204458,716.8855,241
116.3777129,0.952799775,715.2927,241
116.3390165,0.975437403,713.699,241
116.2999649,0.998117507,712.1044,241
116.2605128,1.020926828,710.5089,241
116.2206602,1.043865573,708.9125,241
116.1804523,1.066847346,707.3154,241
116.1398891,1.089872312,705.7173,241
116.0989253,1.11302727,704.1184,241
116.0574722,1.136266189,702.5187,241
116.0157524,1.159595106,700.9183,241
115.9735432,1.183008397,699.317,241
115.9309334,1.206552511,697.715,241
115.8879681,1.23014095,696.1122,241
115.8446021,1.2538606,694.5087,241
115.8008353,1.277711672,692.9044,241
115.7567129,1.301607621,691.2995,241
115.712101,1.325589238,689.6937,241
115.667177,1.349749028,688.0873,241
115.6217635,1.373994929,686.4802,241
115.5759941,1.398286476,684.8724,241
115.5297351,1.42266457,683.2641,241
115.483164,1.447221617,681.655,241
115.436103,1.471865653,680.0453,241
115.3886411,1.496642977,678.4349,241
115.3408233,1.521466904,676.824,241
115.2924704,1.546465383,675.2124,241
115.2437616,1.57151087,673.6004,241
115.1946065,1.596777411,671.9877,241
