ra,dec,d,phase
101.3143589,-12.42719614,1297.7845,58
101.2968048,-12.43877673,1296.6858,58
101.279249,-12.45035598,1295.5863,58
101.2616464,-12.46184492,1294.4863,58
101.2439954,-12.47346579,1293.3854,58
101.2262526,-12.48490738,1292.2839,58
101.2085532,-12.49643657,1291.1818,58
101.1907152,-12.50791973,1290.079,58
101.1728754,-12.51940152,1288.9755,58
101.1548972,-12.53083725,1287.8713,58
101.1369172,-12.54227158,1286.7664,58
101.1187986,-12.55365984,1285.6609,58
101.1007233,-12.56513565,1284.5547,58
101.0826013,-12.57652109,1283.4478,58
101.0643408,-12.58786042,1282.3401,58
101.0460785,-12.59919832,1281.2319,58
101.0277225,-12.61057903,1280.123,58
101.0093199,-12.62186935,1279.0133,58
100.9909156,-12.63315823,1277.903,58
100.9724176,-12.64448988,1276.792,58
100.9538729,-12.65573112,1275.6803,58
100.9352345,-12.66701511,1274.5678,58
100.9165945,-12.67829762,1273.4548,58
100.8979077,-12.68948972,1272.341,58
100.8791272,-12.70072452,1271.2266,58
100.8603001,-12.71186888,1270.1115,58
100.8413793,-12.72305592,1268.9957,58
100.8224567,-12.73424146,1267.8792,58
100.8034874,-12.74533655,1266.762,58
100.7844245,-12.75647427,1265.6441,58
100.7653597,-12.76761048,1264.5256,58
100.7462483,-12.77865621,1263.4062,58
100.7270432,-12.78974456,1262.2863,58
100.7077914,-12.80074242,1261.1656,58
100.6885379,-12.81173875,1260.0443,58
100.6691458,-12.8226887,1258.9223,58
100.6497047,-12.83377013,1257.7995,58
100.6302642,-12.84462803,1256.6761,58
100.6107747,-12.85561739,1255.552,58
100.5911465,-12.86656033,1254.4272,58
100.5715639,-12.87736867,1253.3017,58
100.5519322,-12.88830843,1252.1755,58
100.5321618,-12.89920173,1251.0486,58
100.5123449,-12.9100045,1249.921,58
100.4925263,-12.92080567,1248.7928,58
100.4727058,-12.93160523,1247.6637,58
100.4527467,-12.94235828,1246.534,58
100.4327858,-12.95310971,1245.4036,58
100.4126863,-12.96381462,1244.2725,58
100.3926772,-12.97447388,1243.1408,58
100.3724819,-12.98521951,1242.0082,58
100.3523324,-12.99583058,1240.875,58
100.3320889,-13.006484,1239.7411,58
100.3117989,-13.01704685,1238.6065,58
100.2915072,-13.02760804,1237.4711,58
100.2711215,-13.03821154,1236.3351,58
100.2506893,-13.04872445,1235.1983,58
100.2301632,-13.05927964,1234.0608,58
100.2096828,-13.0697003,1232.9226,58
100.1891084,-13.08016322,1231.7837,58
100.1684401,-13.09066837,1230.6441,58
100.1477253,-13.10108292,1229.5037,58
100.1270564,-13.11136295,1228.3627,58
100.1062458,-13.121818,1227.221,58
100.0854366,-13.13204964,1226.0785,58
100.0645778,-13.14241236,1224.9353,58
100.0436727,-13.15268447,1223.7914,58
100.022629,-13.16290983,1222.6467,58
100.0017204,-13.17317848,1221.5014,58
99.98062862,-13.1833115,1220.3552,58
99.95957961,-13.19353166,1219.2085,58
99.93834745,-13.20361616,1218.0609,58
99.91715806,-13.21378779,1216.9126,58
99.89592238,-13.22386878,1215.7636,58
99.87464044,-13.23385915,1214.6138,58
99.85335676,-13.24384776,1213.4633,58
99.83197898,-13.25387842,1212.3121,58
99.81055495,-13.26381845,1211.1602,58
99.78903682,-13.27380049,1210.0076,58
99.76760931,-13.28373697,1208.8541,58
99.74599876,-13.29353772,1207.7,58
99.72443092,-13.30342555,1206.5451,58
99.70281691,-13.31322273,1205.3894,58
99.68110876,-13.32306189,1204.233,58
99.65944686,-13.33276664,1203.0758,58
99.63764642,-13.34242448,1201.918,58
99.61588866,-13.35216939,1200.7593,58
99.59394795,-13.3617785,1199.5999,58
99.57214237,-13.37143095,1198.4398,58
99.55019823,-13.38103645,1197.2789,58
99.52820802,-13.3905513,1196.1172,58
99.50621612,-13.40006433,1194.9548,58
99.48408569,-13.40953039,1193.7916,58
99.4620904,-13.41903979,1192.6277,58
99.43991225,-13.42841337,1191.463,58
99.41773243,-13.43778512,1190.2976,58
99.39555093,-13.44715505,1189.1313,58
99.37332345,-13.45643432,1187.9643,58
99.35100178,-13.46575541,1186.7965,58
99.32872668,-13.4749422,1185.628,58
99.3063574,-13.48417079,1184.4587,58
99.28394219,-13.49330871,1183.2886,58
99.26152534,-13.5024448,1182.1177,58
99.2390626,-13.51149024,1180.9461,58
99.21659823,-13.52053385,1179.7736,58
99.19403966,-13.5296192,1178.6004,58
99.171391,-13.53852507,1177.4264,58
99.14887755,-13.54747435,1176.2517,58
99.12622568,-13.55637655,1175.076,58
99.10352802,-13.56518809,1173.8996,58
99.08082876,-13.5739978,1172.7224,58
99.05812792,-13.58280566,1171.5444,58
99.0352887,-13.59156641,1170.3656,58
99.01249637,-13.60019299,1169.186,58
98.98970248,-13.60881773,1168.0057,58
98.9668144,-13.61748414,1166.8245,58
98.94388062,-13.6260599,1165.6425,58
98.92099383,-13.63450155,1164.4597,58
98.89801286,-13.64298484,1163.2761,58
98.87503036,-13.65146629,1162.0916,58
98.85200223,-13.65985711,1160.9064,58
98.82892852,-13.66815731,1159.7202,58
98.8058533,-13.67645568,1158.5333,58
98.7827766,-13.6847522,1157.3456,58
98.75965434,-13.69295812,1156.1571,58
98.73648657,-13.70107343,1154.9676,58
98.71331734,-13.70918692,1153.7774,58
98.69014666,-13.71729857,1152.5863,58
98.66683776,-13.72536303,1151.3944,58
98.64357615,-13.7332935,1150.2017,58
98.62031313,-13.74122215,1149.0081,58
98.59704868,-13.74914898,1147.8137,58
98.57369487,-13.75689649,1146.6184,58
98.55029086,-13.76477428,1145.4222,58
98.52689032,-13.77242941,1144.2252,58
98.50353235,-13.78017146,1143.0273,58
98.48012907,-13.78782297,1141.8285,58
98.4566805,-13.79538393,1140.629,58
98.43318668,-13.80285436,1139.4285,58
98.40973543,-13.81041171,1138.2272,58
98.38619506,-13.81778981,1137.025,58
98.36265338,-13.82516611,1135.822,58
98.33920323,-13.83249734,1134.618,58
98.31561508,-13.83978134,1133.4132,58
98.29198179,-13.84697485,1132.2074,58
98.2684401,-13.8541233,1131.0008,58
98.24476046,-13.86122454,1129.7933,58
98.22117244,-13.86828075,1128.5849,58
98.19753937,-13.87524649,1127.3756,58
98.1739051,-13.88221048,1126.1654,58
98.15022581,-13.88908402,1124.9543,58
98.12654534,-13.89595581,1123.7423,58
98.10277612,-13.90264846,1122.5294,58
98.07914243,-13.90938486,1121.3156,58
98.05537091,-13.91607405,1120.1008,58
98.03164741,-13.92262963,1118.8851,58
98.0079228,-13.92918349,1117.6685,58
97.98415335,-13.93564696,1116.451,58
97.96033908,-13.94202005,1115.2325,58
97.93661669,-13.94834828,1114.0132,58
97.91280027,-13.95471798,1112.7929,58
97.88903205,-13.96095417,1111.5715,58
97.86521912,-13.96710001,1110.3493,58
97.84136149,-13.97315553,1109.1261,58
97.8176395,-13.97925493,1107.902,58
97.79382921,-13.98517536,1106.6769,58
97.77001795,-13.99109415,1105.4509,58
97.74616209,-13.99692265,1104.2239,58
97.72230529,-14.00274952,1102.996,58
97.69849694,-14.00844303,1101.7671,58
97.67464408,-14.0140463,1100.5372,58
97.65079032,-14.01964797,1099.3063,58
97.6270287,-14.02520497,1098.0744,58
97.60308603,-14.03062618,1096.8416,58
97.57923555,-14.03600276,1095.6078,58
97.55547727,-14.04133474,1094.3729,58
97.53167462,-14.04657655,1093.1371,58
97.50782764,-14.05172819,1091.9003,58
97.48393636,-14.05678968,1090.6624,58
97.46013738,-14.06180663,1089.4236,58
97.43633764,-14.06682206,1088.1838,58
97.41245018,-14.07165878,1086.9429,58
97.38869855,-14.07653961,1085.7011,58
97.36485928,-14.08124177,1084.4582,58
97.34101932,-14.08594244,1083.2142,58
97.31722834,-14.09051009,1081.9693,58
97.29352982,-14.09503334,1080.7233,58
97.26965069,-14.09942093,1079.4762,58
97.24590748,-14.10385272,1078.2281,58
97.22216997,-14.10806302,1076.979,58
97.1984319,-14.11227191,1075.7288,58
97.17469324,-14.1164794,1074.4776,58
97.15096042,-14.12046547,1073.2253,58
97.12722708,-14.12445017,1071.972,58
97.10358637,-14.12839061,1070.7176,58
97.07985847,-14.1321526,1069.462,58
97.05622326,-14.13587038,1068.2055,58
97.03258759,-14.13958684,1066.9479,58
97.00895802,-14.14308204,1065.6891,58
96.98532803,-14.14657595,1064.4293,58
96.96169764,-14.15006857,1063.1684,58
96.93816664,-14.15329717,1061.9064,58
96.91454211,-14.15656736,1060.6433,58
96.89110361,-14.15975064,1059.379,58
96.86748507,-14.16279849,1058.1137,58
96.84405263,-14.16575949,1056.8473,58
96.82057667,-14.16863078,1055.5797,58
96.79710043,-14.17150089,1054.3111,58
96.77367394,-14.17423852,1053.0412,58
96.75029722,-14.17684371,1051.7703,58
96.72687709,-14.17935927,1050.4982,58
96.70355,-14.18183092,1049.225,58
96.68027279,-14.18417021,1047.9507,58
96.65695226,-14.18641993,1046.6752,58
96.63372484,-14.18862581,1045.3984,58
96.61045415,-14.19074216,1044.1206,58
96.58723346,-14.19272623,1042.8416,58
96.56406282,-14.19457807,1041.5615,58
96.54098539,-14.19638617,1040.2802,58
96.5178648,-14.19810482,1038.9977,58
96.49479436,-14.19969131,1037.7141,58
96.47168083,-14.20118838,1036.4292,58
96.44866059,-14.20264179,1035.1432,58
96.42578387,-14.20392043,1033.8559,58
96.40277086,-14.20515241,1032.5675,58
96.3799445,-14.20629811,1031.2779,58
96.35703213,-14.20726608,1029.987,58
96.33421319,-14.2081905,1028.695,58
96.31148767,-14.2090714,1027.4017,58
96.28867625,-14.20977464,1026.1073,58
96.26605162,-14.21039174,1024.8116,58
96.24338418,-14.21091964,1023.5146,58
96.22076726,-14.21131571,1022.2165,58
96.19820089,-14.21157998,1020.9171,58
96.17563479,-14.2118435,1019.6165,58
96.15321261,-14.21193264,1018.3146,58
96.13074777,-14.21193269,1017.0115,58
96.1083336,-14.21180104,1015.7071,58
96.08597014,-14.21153773,1014.4015,58
96.06370036,-14.21123116,1013.0946,58
96.04148135,-14.21079298,1011.7864,58
96.01931313,-14.21022322,1010.4769,58
95.99719574,-14.20952191,1009.1662,58
95.97507878,-14.20882002,1007.8542,58
95.95306314,-14.20785569,1006.541,58
95.93104797,-14.20689082,1005.2264,58
95.90917708,-14.20575194,1003.9106,58
95.88726382,-14.20452421,1002.5934,58
95.8654949,-14.20312254,1001.275,58
95.84372652,-14.2017204,999.9552,58
95.82200918,-14.20018693,998.6342,58
95.80039344,-14.19839127,997.3118,58
95.77877829,-14.19659522,995.9881,58
95.75721427,-14.19466791,994.6631,58
95.73583758,-14.19265516,993.3368,58
95.71437591,-14.19046544,992.0091,58
95.6931016,-14.18819033,990.6801,58
95.67183574,-14.18569579,989.3497,58
95.65057058,-14.18320096,988.0181,58
95.62945005,-14.18053252,986.685,58
95.60838084,-14.17773304,985.3506,58
95.58736296,-14.17480252,984.0149,58
95.56643919,-14.17182929,982.6778,58
95.54561742,-14.16859431,981.3394,58
95.5247537,-14.16527088,979.9996,58
95.50407749,-14.16186232,978.6584,58
95.48335937,-14.15836534,977.3158,58
95.46278608,-14.15469502,975.9718,58
95.44226427,-14.15089385,974.6265,58
95.42188735,-14.1469194,973.2798,58
95.40146859,-14.14285663,971.9317,58
95.38119475,-14.13862064,970.5823,58
95.36097249,-14.13425392,969.2314,58
95.34080182,-14.12975649,967.8791,58
95.32072542,-14.1252166,966.5254,58
95.30075135,-14.12041538,965.1703,58
95.28087159,-14.11557176,963.8138,58
95.26100083,-14.1105093,962.4559,58
95.24131776,-14.10536204,961.0966,58
95.22164376,-14.09999601,959.7358,58
95.20206409,-14.09458767,958.3736,58
95.1826295,-14.08900638,957.01,58
95.16315329,-14.08333703,955.645,58
95.14387294,-14.07736418,954.2786,58
95.12459361,-14.07139151,952.9106,58
95.10545942,-14.065246,951.5413,58
95.08637701,-14.05897011,950.1705,58
95.06739718,-14.05243326,948.7982,58
95.04851174,-14.04585424,947.4246,58
95.02977148,-14.03910249,946.0494,58
95.01108305,-14.03222044,944.6728,58
94.99244646,-14.02520812,943.2948,58
94.97391252,-14.01793498,941.9152,58
94.95547299,-14.01061977,940.5342,58
94.93717866,-14.00313194,939.1518,58
94.91893621,-13.99551392,937.7678,58
94.90079644,-13.98763519,936.3824,58
94.88275108,-13.97971446,934.9955,58
94.86480842,-13.97153306,933.6072,58
94.84696017,-13.96330969,932.2174,58
94.82921464,-13.95482571,930.8261,58
94.8115635,-13.94629979,929.4332,58
94.79401509,-13.9375133,928.039,58
94.77651858,-13.92859678,926.6432,58
94.75916729,-13.91950786,925.2459,58
94.7419612,-13.91024655,923.8472,58
94.72480702,-13.90085527,922.4469,58
94.70779804,-13.89129163,921.0451,58
94.69084095,-13.88159805,919.6419,58
94.67398658,-13.87164406,918.2371,58
94.65731986,-13.86160586,916.8308,58
94.64066255,-13.85134968,915.423,58
94.62419286,-13.84100932,914.0137,58
94.60782586,-13.83040861,912.603,58
94.59151072,-13.81967805,911.1906,58
94.57529826,-13.8086872,909.7768,58
94.55927335,-13.7976122,908.3615,58
94.54339353,-13.786365,906.9446,58
94.52752309,-13.77489994,905.5261,58
94.51179771,-13.7632627,904.1063,58
94.49621737,-13.75145329,902.6848,58
94.48068882,-13.73951412,901.2619,58
94.46530526,-13.7274028,899.8374,58
94.45002426,-13.7150313,898.4114,58
94.43493065,-13.7025757,896.9839,58
94.41993954,-13.68985995,895.5549,58
94.40500013,-13.67701447,894.1243,58
94.39016319,-13.66390886,892.6922,58
94.37560672,-13.65067677,891.2585,58
94.36105947,-13.63722695,889.8234,58
94.34656382,-13.62364745,888.3867,58
94.33226374,-13.60976544,886.9485,58
94.31805762,-13.59584176,885.5088,58
94.30404697,-13.58161558,884.0675,58
94.29008783,-13.56725973,882.6247,58
94.27636648,-13.55268938,881.1804,58
94.26265418,-13.53790136,879.7345,58
94.24908644,-13.52294126,878.2871,58
94.23566324,-13.50780908,876.8382,58
94.22234212,-13.49241683,875.3877,58
94.20916545,-13.47685249,873.9357,58
94.19613318,-13.46111607,872.4822,58
94.18324526,-13.44520754,871.0272,58
94.17045927,-13.42903894,869.5706,58
94.15772445,-13.41274067,868.1124,58
94.14522695,-13.39622786,866.6528,58
94.13283124,-13.37945495,865.1916,58
94.12057964,-13.36250992,863.7289,58
94.10842972,-13.34530479,862.2647,58
94.09651687,-13.32788507,860.799,58
94.08465493,-13.31033564,859.3317,58
94.07289452,-13.29252609,857.8629,58
94.06127795,-13.27454437,856.3926,58
94.0498982,-13.25634799,854.9207,58
94.03852678,-13.23793393,853.4474,58
94.02734965,-13.21921723,851.9726,58
94.01635851,-13.20041624,850.4962,58
94.00542614,-13.18126711,849.0183,58
93.99467964,-13.16203366,847.5389,58
93.98403416,-13.14253999,846.058,58
93.97358258,-13.12274358,844.5756,58
93.96318134,-13.10281735,843.0917,58
93.95301624,-13.08267626,841.6062,58
93.94295187,-13.06227489,840.1193,58
93.93308107,-13.04157068,838.6309,58
93.92326034,-13.02073658,837.141,58
93.91367542,-12.99968751,835.6495,58
93.90419091,-12.97837806,834.1567,58
93.89480675,-12.95680821,832.6623,58
93.88556525,-12.93506584,831.1664,58
93.8765592,-12.91310838,829.669,58
93.86761081,-12.89080253,828.1701,58
93.85894007,-12.86836941,826.6698,58
93.850234,-12.84563041,825.168,58
93.84176297,-12.82267618,823.6648,58
93.83343409,-12.79954924,822.1601,58
93.82529761,-12.77611908,820.6539,58
93.81726066,-12.75242825,819.1463,58
93.80936557,-12.72856461,817.6372,58
93.80166256,-12.70439763,816.1266,58
93.79405876,-12.67996987,814.6147,58
93.78668925,-12.65532656,813.1013,58
93.77941874,-12.6304224,811.5864,58
93.77224714,-12.60525734,810.0701,58
93.76530947,-12.5798766,808.5523,58
93.75847049,-12.55423487,807.0332,58
93.75173008,-12.52833214,805.5126,58
93.74522325,-12.50221356,803.9906,58
93.7389074,-12.47579119,802.4673,58
93.73268975,-12.44910767,800.9425,58
93.7266127,-12.42225082,799.4163,58
93.72068373,-12.39500215,797.8886,58
93.71489511,-12.36758006,796.3596,58
93.7092968,-12.33985391,794.8293,58
93.70393113,-12.31191148,793.2975,58
93.69862041,-12.28361974,791.7644,58
93.69344956,-12.25515434,790.2299,58
93.68846843,-12.22638464,788.694,58
93.68367686,-12.19731055,787.1568,58
93.67898223,-12.16797478,785.6182,58
93.67451939,-12.13842235,784.0782,58
93.67011067,-12.10852027,782.537,58
93.66593345,-12.07840138,780.9944,58
93.6618526,-12.04802058,779.4505,58
93.6579604,-12.01733497,777.9053,58
93.65425667,-11.98634449,776.3587,58
93.65074122,-11.95504904,774.8109,58
93.64732154,-11.9234914,773.2618,58
93.64399748,-11.89167152,771.7113,58
93.64095354,-11.85950358,770.1596,58
93.6380049,-11.82707324,768.6066,58
93.63519402,-11.79446828,767.0523,58
93.63262008,-11.76142714,765.4968,58
93.63014095,-11.72812339,763.9399,58
93.62784872,-11.69451402,762.3819,58
93.62569363,-11.66072973,760.8226,58
93.62368245,-11.62655181,759.2621,58
93.62185761,-11.59206803,757.7004,58
93.62021892,-11.55727826,756.1374,58
93.61876619,-11.52218243,754.5733,58
93.61740708,-11.48682342,753.0079,58
93.61619086,-11.45107032,751.4413,58
93.61520271,-11.41509871,749.8736,58
93.61426494,-11.37877584,748.3046,58
93.61364695,-11.34219122,746.7345,58
93.61307894,-11.30525516,745.1632,58
93.6126955,-11.26801234,743.5908,58
93.61245367,-11.23037483,742.0173,58
93.61243874,-11.19251819,740.4426,58
93.61256496,-11.15426664,738.8668,58
93.61278294,-11.11575101,737.2899,58
93.61318444,-11.07692812,735.7119,58
93.61381835,-11.03766684,734.1328,58
93.61458621,-10.99822903,732.5526,58
93.61545128,-10.95830793,730.9713,58
93.6165418,-10.91816693,729.389,58
93.61777187,-10.87763023,727.8056,58
93.6191841,-10.83678556,726.2212,58
93.62068646,-10.79567602,724.6357,58
93.62241947,-10.75412721,723.0492,58
93.62433393,-10.71227006,721.4617,58
93.62629498,-10.67005989,719.8732,58
93.62852877,-10.62749786,718.2837,58
93.63080867,-10.58458258,716.6932,58
93.63336079,-10.54131518,715.1018,58
93.63609316,-10.49773882,713.5093,58
93.63887096,-10.45380886,711.916,58
93.64187721,-10.40943849,710.3217,58
93.64506296,-10.36475878,708.7265,58
93.64833641,-10.31981297,707.1302,58
93.65183748,-10.27442633,705.5331,58
93.65547429,-10.22864208,703.9352,58
93.65928961,-10.18254795,702.3364,58
93.66324015,-10.13605595,700.7367,58
93.66732561,-10.08916593,699.1361,58
93.67158881,-10.04196563,697.5347,58
93.67607785,-9.994323548,695.9325,58
93.68060954,-9.94632652,694.3294,58
93.68540958,-9.897975257,692.7256,58
93.69034314,-9.849225256,691.1208,58
93.69540996,-9.800076374,689.5154,58
93.70060973,-9.750528467,687.9092,58
93.70598535,-9.700669256,686.3022,58
93.71149339,-9.650410732,684.6945,58
93.7172248,-9.599709123,683.086,58
93.723088,-9.548607876,681.4768,58
93.7290827,-9.497106842,679.8669,58
93.73525186,-9.445293747,678.2563,58
93.74159987,-9.392949002,676.645,58
93.74803058,-9.340335576,675.0331,58
93.75463949,-9.287190163,673.4205,58
93.7615128,-9.233688316,671.8073,58
93.76838138,-9.179741596,670.1934,58
93.77551377,-9.125438106,668.5789,58
93.78273188,-9.070645673,666.9639,58
93.79021315,-9.015496097,665.3481,58
93.7976885,-8.959901062,663.7319,58
93.80542639,-8.903948543,662.1151,58
93.81333966,-8.847462555,660.4978,58
93.82138043,-8.79057466,658.8799,58
93.82954839,-8.733284701,657.2616,58
93.83779977,-8.675504625,655.6427,58
93.84631206,-8.61736613,654.0233,58
93.8549071,-8.558737162,652.4035,58
93.86371888,-8.499661487,650.7833,58
93.8726127,-8.440094978,649.1626,58
93.88163178,-8.38012538,647.5415,58
93.89086655,-8.319708502,645.9199,58
93.90031665,-8.25884413,644.298,58
93.90975673,-8.197532269,642.6757,58
93.91950214,-8.135728467,641.053,58
93.92923686,-8.073476847,639.43,58
93.93927615,-8.01073285,637.8067,58
93.9493041,-7.947540704,636.1831,58
93.95954527,-7.883899905,634.5591,58
93.9699556,-7.819722303,632.9349,58
93.98048787,-7.755139807,631.3104,58
93.99118854,-7.690020103,629.6856,58
94.00196673,-7.624407202,628.0607,58
94.01295632,-7.558344619,626.4355,58
94.02411316,-7.491744194,624.8102,58
94.03539025,-7.424737942,623.1845,58
94.04669962,-7.357149805,621.5588,58
94.05830932,-7.289066841,619.9329,58
94.06999437,-7.220489526,618.3069,58
94.08175443,-7.151417694,616.6808,58
94.09372337,-7.081894742,615.0546,58
94.10581298,-7.011744528,613.4283,58
94.11802045,-6.94118718,611.802,58
94.13034779,-6.870002151,610.1756,58
94.14288252,-6.798365148,608.5492,58
94.15553627,-6.726100005,606.9228,58
94.16830651,-6.653426955,605.2965,58
94.18119498,-6.580125348,603.6701,58
94.19419928,-6.50641547,602.0438,58
94.20741112,-6.432032046,600.4176,58
94.22069397,-6.357151959,598.7914,58
94.23413756,-6.281730431,597.1654,58
94.24760733,-6.205723878,595.5395,58
94.26137123,-6.129218817,593.9137,58
94.27516055,-6.052128319,592.2881,58
94.28906488,-5.974407521,590.6627,58
94.30317223,-5.896232206,589.0374,58
94.31734954,-5.817338132,587.4124,58
94.33163926,-5.738033859,585.7877,58
94.34613227,-5.658053651,584.1632,58
94.36064842,-5.577486813,582.5389,58
94.3754113,-5.496331568,580.9149,58
94.39019656,-5.414589289,579.2914,58
94.405138,-5.332302985,577.6681,58
94.42019087,-5.249384408,576.0452,58
94.43535476,-5.165833334,574.4227,58
94.450584,-5.081782504,572.8006,58
94.46596876,-4.996965798,571.1789,58
94.48150781,-4.911603984,569.5577,58
94.49715633,-4.825608802,567.9369,58
94.51291393,-4.738980036,566.3166,58
94.52869063,-4.651762494,564.6969,58
94.54470982,-4.563954001,563.0776,58
94.5607924,-4.475423223,561.4589,58
94.57698255,-4.38625801,559.8408,58
94.5932799,-4.296458155,558.2233,58
94.6096841,-4.206023449,556.6064,58
94.6261501,-4.114865607,554.9901,58
94.64285634,-4.023115418,553.3745,58
94.65953419,-3.930686827,551.7596,58
94.67640684,-3.837577362,550.1454,58
94.69325039,-3.743789125,548.5319,58
94.71028801,-3.649319573,546.9192,58
94.72742998,-3.554213722,545.3072,58
94.74463115,-3.458383274,543.696,58
94.76198045,-3.361782719,542.0857,58
94.77943305,-3.264545243,540.4762,58
94.79685449,-3.166627898,538.8675,58
94.81455714,-3.067982558,537.2598,58
94.83222797,-2.968656974,535.653,58
94.85004513,-2.868560196,534.0471,58
94.86791902,-2.76773741,532.4422,58
94.88584934,-2.666188436,530.8383,58
94.90396996,-2.563955765,529.2354,58
94.92201219,-2.460953865,527.6336,58
94.94028815,-2.357134227,526.0328,58
94.95857527,-2.25272131,524.4331,58
94.97696127,-2.147447603,522.8345,58
94.99544576,-2.04131287,521.2371,58
95.01394064,-1.934584395,519.6408,58
95.03262244,-1.826948923,518.0457,58
95.05126895,-1.718631235,516.4518,58
95.07005797,-1.609539944,514.8592,58
95.08894397,-1.499586663,513.2678,58
95.10783763,-1.388816871,511.6778,58
95.12678402,-1.277318609,510.0891,58
95.14587188,-1.165046017,508.5017,58
95.16501025,-1.051822515,506.9157,58
95.18420066,-0.937870064,505.3311,58
95.20348643,-0.823054556,503.7479,58
95.22277841,-0.707421608,502.1663,58
95.24207639,-0.590971098,500.586,58
95.26160344,-0.473699447,499.0074,58
95.2810906,-0.355521713,497.4301,58
95.30058318,-0.236526002,495.8546,58
95.3201243,-0.116578086,494.2806,58
95.33980491,0.004145734,492.7083,58
95.35953369,0.125822068,491.1376,58
95.37926725,0.248316881,489.5686,58
95.39909432,0.371676222,488.0013,58
95.41883457,0.496030738,486.4358,58
95.43880257,0.621207763,484.8721,58
95.45868346,0.747380194,483.3102,58
95.47856861,0.874371594,481.7501,58
95.49863555,1.002274119,480.1919,58
95.51861506,1.131172321,478.6356,58
95.53864162,1.261024079,477.0812,58
95.55876104,1.391741212,475.5288,58
95.57888157,1.523500362,473.9784,58
95.59904903,1.656213338,472.43,58
95.61917467,1.789834069,470.8837,58
95.63934728,1.924408741,469.3395,58
95.65952089,2.060025712,467.7974,58
95.67974153,2.196596746,466.2574,58
95.70000926,2.33412189,464.7197,58
95.72023207,2.4727778,463.1842,58
95.74054821,2.61229959,461.6509,58
95.76081955,2.752952221,460.1199,58
95.7810035,2.894601141,458.5913,58
95.80132388,3.037250562,457.065,58
95.82164597,3.180942555,455.5411,58
95.84188114,3.325630811,454.0196,58
95.8621609,3.471496259,452.5007,58
95.88235411,3.61835792,450.9842,58
95.90263861,3.766308422,449.4702,58
95.92292588,3.915301404,447.9589,58
95.94308105,4.065378797,446.4502,58
95.96328201,4.216633286,444.9441,58
95.98348664,4.368930096,443.4407,58
96.0036489,4.52235751,441.94,58
96.02376913,4.67691545,440.4421,58
96.04389419,4.832515458,438.9469,58
96.06393153,4.989334171,437.4547,58
96.08392804,5.147283113,435.9653,58
96.10397313,5.306408622,434.4788,58
96.12388944,5.466617655,432.9953,58
96.14380877,5.628091386,431.5147,58
